"casn" "cacont" "kl1" "kl2" "xh1" "xh2"
5.8377 0.17144 -3.1129 0.24058 1603.1 797.07
3.1789 0.24987 -0.59363 -0.62551 2017.5 913.24
4.253 0.29458 -1.5113 0.010379 1902.7 990.13
11.161 0.23696 -1.1244 -0.21818 1851.6 1009.6
7.461 0.21451 -0.95297 -0.25449 1980.5 995.89
5.1853 0.71935 -3.3106 -0.20812 1523.4 807.9
9.6177 0.27459 -2.0955 0.11459 1763.6 978.78
9.7309 0.16948 -0.57352 -0.079056 1876.1 1087.4
6.1496 0.24464 -0.68553 -0.12099 2015.7 1032.5
1.8351 0.43618 -4.3474 -0.24375 1471.1 818.41
8.7728 0.26544 -1.122 -0.29186 1943.9 896.35
6.5179 0.33676 -2.4204 -0.27885 1798.2 825.17
6.1257 0.086346 1.2407 -0.02041 2156.9 1057.6
5.8519 0.35403 -1.3487 -0.16952 1949.8 861.56
4.4111 0.85971 -3.1569 -1.2248 1803.4 824.4
5.7526 0.33321 -2.439 0.09955 1737.7 880.21
4.3269 0.50543 -4.1291 -0.19614 1475.2 836.05
10.166 0.19752 -0.52864 -0.090469 2005.2 949.5
4.3019 0.57068 -1.9302 -0.48471 1505.6 864.92
9.7118 0.22294 -0.17714 -0.10346 2059.9 1069.9
7.5251 0.27118 -1.9538 -0.33224 1863.5 939.69
2.7897 0.41163 -3.4237 -0.23737 1617.3 845.19
2.0216 0.16027 -0.85075 -0.8205 2066.7 861.4
4.2914 0.23868 -4.6196 -0.051865 1397 803.83
2.6223 0.40834 -3.0307 0.3499 1670.6 877.59
3.2202 0.38801 -4.7902 -0.79965 1384.3 703.61
0.86523 0.076712 0.016835 -0.12672 2085.7 1075.6
5.8081 0.51841 -4.2969 -0.19666 1451.8 800.1
5.9738 0.32117 -2.6445 -0.0051065 1693.7 856.93
9.1545 0.29916 -0.80824 -0.16085 1973.7 931.26
1.4495 0.20698 -2.3373 -0.26117 1756.2 947.51
4.4737 0.49402 -1.6411 0.054501 1857.6 904.44
10.871 0.25279 -1.7362 0.036867 1827.8 984.14
2.959 0.22309 -1.4493 -0.61899 1920.9 943.3
1.0742 0.15244 -0.60273 -0.48153 2000 1024.9
1.171 0.17905 -1.7138 -0.46949 1931.6 951.75
2.195 0.47721 -5.0244 -0.84278 1409.8 696.16
3.6064 0.56182 -4.0024 -0.35221 1492.2 814.81
8.9103 0.24749 -1.6738 0.10046 1838.7 997.57
6.2343 0.85751 -2.6229 -0.44547 1700 818.82
2.2702 0.3685 -5.5636 -0.88231 1310.3 649.43
9.3518 0.32761 -1.6039 -0.30887 1890.6 873.39
1.2811 0.15773 0.16309 -0.092168 2051.7 1043.8
4.492 0.35524 -1.01 0.033297 1958.8 943.03
2.686 0.052236 2.957 -2.3998 2562.8 1053.6
3.9779 0.28415 -1.8 -0.16581 1872.8 959.92
2.3448 0.29341 -2.7604 -0.26361 1721.8 878.95
12.849 0.22593 -1.0525 -0.024519 1943.1 1015.2
10.488 0.2033 -0.79634 0.017477 1954.6 959.92
7.8377 0.25177 -0.62266 -0.22651 2013.9 1029.1
10.459 0.30737 -2.518 0.28612 1680.6 971.74
5.1907 0.14453 -0.13625 -0.56711 2037.3 987.06
4.135 0.45004 -3.1129 -0.11788 1608.1 788.39
7.459 0.29633 -2.5342 0.0019735 1697 882.91
13.184 0.25907 -2.9816 -0.097187 1650.4 904.68
3.3197 0.51127 -4.284 0.0184 1410.6 773.04
8.0649 0.18949 -0.24072 -0.37413 1486.1 1013.7
8.8394 0.38589 -4.6977 -0.17644 1393.9 828.03
7.2759 0.31918 -1.64 0.18095 1860.1 973.66
3.3306 0.49655 -2.6872 -0.15666 1824.6 935.41
4.5368 0.51065 -2.2755 -0.17436 1682.8 836.2
9.312 0.18871 0.2946 -0.43339 2107.1 977.51
8.1606 0.13748 0.31322 -0.019591 2085.1 997.96
8.8971 0.1515 0.51711 -0.43104 2174.8 1101.9
1.8378 0.18719 5.9778 -14.883 1682.1 943.43
1.8507 0.372 -2.897 -0.34943 1550.5 874.75
5.1542 0.37275 -1.4256 -0.21031 1622.5 945.97
7.6564 0.38327 -3.6295 -0.046104 1532.3 808.99
8.1034 0.26282 -0.25308 -0.46713 2089.5 1044.6
7.0707 0.2309 -0.93487 -0.1432 1970.2 903.46
4.5768 0.4671 -1.3144 0.0011913 1897.8 992.89
6.1571 0.17636 0.52491 -0.11132 2116.8 1001.9
2.5429 0.58572 -5.1558 -0.22356 1300.4 800.37
6.4083 0.19271 -1.9083 -0.098296 1827 875.37
8.5821 0.33673 -3.901 -0.011629 1489.8 829.48
3.1106 0.22682 -0.97334 -0.4133 1979.6 867.13
3.521 0.343 -3.6455 -0.49463 1584.7 827.82
1.7229 0.2642 -1.3747 -0.72819 2436.5 947.77
4.6276 0.32426 -0.88516 -0.573 2029.1 890.66
11.993 0.20859 0.1128 -0.27774 2099 1097
9.8297 0.17483 0.8126 -0.43803 2171.7 1150.7
14.909 0.2094 -1.1754 -0.27557 1957.7 994.39
11.976 0.24672 -1.9299 0.19096 1806 974.49
10.309 0.25296 -1.208 -0.069115 1917.4 924.8
4.6495 0.2712 -1.0578 -0.23078 1990.8 995.63
0.72321 0.068823 0.1752 -0.14284 2120.6 910.89
6.5962 0.21857 -1.9101 -0.07489 1847.3 967.51
1.2191 0.31129 -5.8309 -0.54558 1299.1 678.77
2.4382 1.3015 -6.071 -0.62216 1178.4 762.41
7.9825 0.24533 -4.1132 0.1218 1397.4 868.14
3.1522 0.28541 -0.39243 0.011105 2022.6 1044.6
6.2571 0.54918 -3.5999 -0.10314 1538.4 872.71
6.7956 0.25646 -1.8685 -0.3427 1789.6 859.54
1.7427 0.14475 -0.081755 -0.069217 2083.9 1100.9
8.1034 0.15522 -0.13334 -0.14003 2041.4 968.19
2.5744 0.17201 1.0372 -0.32975 2250.9 1119.6
7.5575 0.12359 0.60096 -0.35243 2156 1133
9.4718 9.4718 -2.4201 0.19085 1722 980.88
4.2565 0.28348 -1.9171 0.25953 1793.1 966.76
1.7748 0.19834 -3.082 -0.46557 1630.7 883.71
7.5759 0.40887 -1.7084 0.1131 1827.6 902.22
5.9434 0.25929 -0.78633 -0.26891 1986.4 916.85
3.876 0.29801 0.6167 -0.031683 2115.6 984.84
10.371 0.22646 -2.0973 0.1674 1774.6 975.47
4.7543 0.19813 -0.9048 -0.43191 1988 904.9
6.755 0.22562 -1.1265 -0.15561 1945.8 1012.2
3.4668 0.32662 -3.2063 -0.078376 1606.1 830.4
12.979 0.20843 -1.4965 -0.2615 1910.7 994.31
2.4943 0.35072 -2.4958 -0.19847 1696.1 827.2
10.847 0.17545 -1.9274 -0.19451 1852.4 947.11
5.2397 0.085088 0.85781 -0.2192 2185.4 1155.2
2.1194 0.25817 -3.022 0.0089749 1642 878.59
11.122 0.17271 0.48838 -0.45097 2123.1 997.75
1.7058 0.22776 -1.2707 -0.69039 1964.3 910.19
5.7558 0.30103 -0.75452 -0.50226 1636.9 904.31
10.263 0.23935 -1.3608 -0.015728 1892.4 904.66
11.879 0.20552 -0.66255 -0.25038 1996.2 1052
12.15 0.18684 -0.069582 -0.61723 2078.9 967.36
10.543 0.26013 -0.063304 -0.089813 2065.7 1082.1
2.6945 0.34999 -0.06334 -0.48951 2101.2 1045.9
2.0694 0.21702 -4.8124 -0.24772 1389.7 688.97
5.8017 0.1968 -0.99252 -0.16535 2002 990.94
3.5457 0.23473 -0.75811 -0.25801 2014.5 1005.6
3.8696 0.53463 -4.094 -0.5145 1337.3 820.71
7.1141 0.20296 -0.32074 -0.050956 2011.2 980.75
5.1747 0.14185 1.1386 -0.4294 2193.4 1032.9
2.244 0.38309 -2.7736 -0.34251 1607.7 834.13
3.4364 0.58722 -4.0054 -0.56704 1468.5 757.95
5.8345 0.34853 -1.4937 0.20418 1880.9 900.33
11.931 0.31777 -2.8746 0.15032 1635.2 852.57
2.9554 0.17736 -1.1818 -0.13119 1908.6 923.08
9.8177 0.23864 -0.19134 -0.45762 2090.2 1047.7
2.1493 0.16145 2.6353 -1.9517 2492.9 1048.5
3.9401 0.839 -3.5507 0.064584 1571.6 846.24
7.0327 0.24241 -3.4546 0.19484 1562 848.12
5.9575 0.26902 -0.64358 -0.29372 2021.8 907.18
7.5261 0.16267 0.69858 0.15663 2112.5 1020.7
6.3783 0.30241 -1.1187 -0.4889 1971.8 874.28
2.8693 0.20556 -1.116 -0.95882 1782.5 865.93
2.4212 0.46245 -3.9059 0.45937 1440.1 842.19
13.738 0.18441 -2.0406 -0.1013 1812.5 979.2
3.0915 0.3468 -1.3469 -0.61279 2001.9 943.73
3.7437 0.50158 -1.3077 0.1302 1871.7 877.63
8.6851 0.40108 -1.5512 -0.10959 1849.8 892.14
4.2108 0.63108 -2.9747 -0.77454 1774.2 833.17
11.002 0.30457 -2.0468 0.10277 1783.3 967.41
8.0492 0.44333 -3.62 -0.13331 1528.2 813.56
5.4911 0.29938 -1.5054 -0.24035 1936.8 853.87
7.0777 0.10459 1.3916 -0.39215 2229.7 1200.2
10.905 0.28136 -2.9656 -0.08755 1651.8 916.45
5.3134 0.28521 -4.1139 0.12278 1461.5 799.74
10.423 0.28412 -2.0014 -0.34071 1879.3 933.05
5.5953 0.33828 -3.0718 -0.16154 1603.9 846.08
8.8891 0.25877 -1.6927 0.047886 1795.1 905.33
11.995 0.25766 -0.44237 -0.35754 2032.2 927.35
13.44 0.25001 -2.3288 0.028133 1752.2 958.32
8.5573 0.23956 -2.2282 -0.047289 1778.9 950.39
10.848 0.1527 0.77739 -0.3559 2159.6 1007.4
3.0044 0.42236 -3.0252 -0.13514 1635.1 840.86
5.7051 0.31763 -1.3605 -0.023214 1921.4 900.29
7.0208 0.22195 0.054877 -0.085508 2078.3 958.86
6.1868 0.27712 -0.82328 -0.066583 1980.7 1014.8
10.368 0.19946 -0.75202 -0.30199 2007.7 1024.2
10.519 0.33159 -0.51671 -1.9465 1605.1 897.17
-6.106 -6.106 -4.6627 -0.80486 1380.5 640.7
6.2869 0.39878 -2.8912 -0.32309 1696.4 876.69
2.9144 0.63608 -5.853 -0.68149 1329.8 688.59
7.0429 0.22452 -2.1328 0.2909 1662.9 874.04
12.397 0.2573 -1.5738 -0.6113 1434.6 971.37
2.6352 0.22029 -2.8696 0.070237 1623.8 875.46
5.6267 0.35148 -1.082 -0.24823 1960.4 905.54
9.576 0.20939 0.25744 -0.10186 2092.1 1120.3
15.496 0.28516 -2.4179 -0.017853 1692.2 971.14
9.4777 0.2026 -1.6461 -0.24289 1824.1 907.61
10.031 0.15227 -0.99552 -0.14476 1932.9 939.15
2.9004 0.4244 -1.575 -0.74672 1930.2 887.56
3.9652 0.63477 -2.67 0.061778 1699.4 882.05
0.25431 0.033051 -2.011 -0.61939 1834.1 845.1
3.2189 0.15612 0.68282 -2.6987 1880 918.04
4.4182 0.23154 0.10689 -0.99125 2182.8 1029.9
2.595 0.18057 -3.2731 0.033462 1548.8 829.24
3.8605 0.16473 0.37558 -0.063941 2082.3 1016.7
5.4703 0.33995 -2.5401 -0.31638 1739.4 860.62
14.087 0.24883 -2.8834 0.11009 1613.8 876.98
9.9215 0.14793 -0.50917 -0.092391 2017.5 1061
5.4296 0.31706 -1.1612 0.26273 1877.3 1009.3
1.8525 0.15132 -1.2295 -0.4419 1949.1 869.42
1.2868 0.10945 -1.8755 -0.076685 1849.3 866.25
4.3959 0.18186 0.056524 -0.28035 2071.1 964.19
8.5654 0.24646 -3.663 -0.14827 1551.1 878.1
4.8384 0.16117 -1.5393 0.27725 1819.7 965.59
7.579 0.22354 -1.3071 0.079765 1905.2 892.73
2.4021 0.46083 -5.392 0.13825 1287.7 796.3
9.0932 0.2674 -1.6618 -0.32643 1888.7 962.37
2.9798 0.27355 -5.9262 -0.55173 1277 653.93
3.3982 0.1217 -0.071769 0.11405 2058.6 964.17
1.312 0.23328 -5.6385 -0.34409 1278.6 737.04
12.602 0.25949 -0.52107 -0.49202 2074.7 1026.5
5.8611 0.16276 1.2199 -0.46606 2195.3 1031.7
5.0387 0.21076 -1.2694 -0.51254 2001.9 937.81
4.9588 0.25368 -1.973 0.23099 1815.8 977.31
5.7341 0.20072 -0.32788 -0.43081 2075.8 1021.2
7.1332 0.39585 -5.331 -0.30268 1307.2 760.84
12.161 0.19917 -1.372 -0.016343 1893.7 1016.4
12.343 0.20307 -0.9948 -0.36468 1945.8 1001
2.7023 0.38203 -4.9578 -0.46547 1337.5 647.02
3.3077 0.42224 0.038299 -6.7367 1539.6 848.4
7.666 0.27694 -0.66751 -0.14714 2006.2 914.01
2.299 0.20722 19.958 -33.681 2271.3 1264.3
1.2068 0.25483 -5.1889 -0.26247 1270 731.38
6.9336 0.14223 0.0067801 -0.28569 2104.7 1068.5
4.4649 0.40703 -2.2986 -0.050695 1787.6 840.83
3.7097 0.69452 -5.572 1.182 1249.4 672.38
3.2224 0.26838 -0.91149 -1.2703 1755.4 951.8
2.4646 0.33795 -4.6125 -0.07631 1365.8 782.44
2.1911 0.38591 -4.4801 -0.63006 1379.8 757.21
4.7527 0.22213 0.11295 1.2145 1990.2 1172.7
6.1053 0.28217 0.77165 -4.3852 1526.5 897.85
4.0029 0.27859 -1.569 -0.30052 1911.5 961.08
2.7651 0.12238 -1.5159 -0.43947 1957 962.15
3.533 0.39622 -1.0739 -0.13488 1976 991.12
5.3592 0.44163 -4.0781 -0.16516 1493.4 843.23
10.298 0.25301 -1.1647 0.083704 1914 1026.3
2.6678 0.47349 -2.6033 -0.17745 1818 898.39
9.1166 0.1942 -0.72861 -0.24342 2013.1 1025.5
3.4734 0.47942 -2.6636 -0.37286 1723.2 895
9.0936 0.30898 -2.2325 -0.087069 1776.2 855.56
5.5782 0.38044 -4.9667 -0.2329 1389.2 723.74
2.5145 0.16391 -1.4958 -0.070658 1911.9 892.77
9.4682 0.14646 0.40877 -0.43467 2129 988.24
2.3518 0.53729 -4.8514 -1.3848 1448.7 683.57
4.2678 0.36871 -4.4889 -0.68003 1257.4 801.95
8.7734 0.13173 0.45321 -0.32322 2110.3 1004
2.4098 0.5218 -5.6013 -0.33394 1255.6 733.89
15.013 0.20067 -2.1392 -0.053561 1798 949.77
10.045 0.14034 -0.49941 -0.32187 2045.1 1053.3
9.2097 0.2118 -0.080302 -0.39298 2077 953.49
3.6158 0.22559 -0.17854 -0.091733 1892.4 921.16
6.1392 0.25764 -0.7505 -0.4325 2007.2 913.24
9.2853 0.13052 1.2407 0.8451 2109.6 1094.4
3.6339 0.39687 -5.1012 -0.091393 1326.1 785.26
10.872 0.18054 -0.13235 -0.016518 2037.6 1102.9
3.9102 0.31913 -2.9059 -0.62141 1725.9 818.62
9.6718 0.32137 -2.8542 0.12779 1621.8 861.55
13.985 0.21987 -1.2679 -0.34345 1954.8 996.44
3.3745 0.14201 -0.060363 0.016964 1848.9 984.43
9.163 0.18813 -0.80851 -0.14037 1963.7 938.53
12.599 0.15846 -0.53469 -0.27261 2024.2 1066.2
3.7041 0.44704 -1.6301 -0.036926 1831 907.06
4.3734 0.37005 -1.1745 -0.47684 1972.5 977.75
2.1349 0.24785 -2.6279 -0.53706 1808 908.18
5.481 0.6677 -4.7819 0.061241 1344.5 811.06
0.68329 0.054109 2.8866 -2.8071 2666.1 850.6
8.6368 0.23265 -1.2746 -0.22265 1926.5 894.13
10.698 0.17432 -0.96458 -0.10942 1938.9 1046.2
1.9954 0.23073 -0.49093 -0.18804 2084.7 1052.1
5.8103 0.34604 -1.4595 -0.036697 1879.4 916.39
8.5125 8.5125 -4.6881 -0.48614 1389.5 743.86
7.9039 0.17533 -0.34038 -0.19066 1516.5 1035.8
8.2965 0.13068 1.3425 -0.5965 2230.6 1035.8
8.9571 0.31642 -3.2068 0.056175 1599.5 847.29
12.85 0.21905 -2.5637 0.053037 1639 904.82
7.0618 0.3593 -1.5543 -0.19072 1926.8 973.51
3.5474 0.60279 -4.6445 -0.19639 1387.2 814.74
5.9258 0.21818 -0.46621 -0.57853 2074.9 890.26
4.498 0.43288 -3.1286 -0.21962 1641.8 864.44
4.0702 0.20051 -0.772 -0.22739 1952.8 905.49
4.2242 0.19139 -0.77905 0.21354 1973.3 1010.4
4.301 0.20341 -1.7974 -0.028296 1858.7 970.52
1.0538 0.19877 -2.7771 -0.81469 1771.8 820.45
5.8466 0.276 -0.98921 -0.4662 2013.2 988.45
0.9319 0.053096 0.58643 -0.12301 2183.3 1110.6
4.6197 0.3695 -4.0117 -0.25819 1529.5 847.86
6.5557 0.29818 -2.2479 -0.091942 1813.4 944.7
2.3534 0.35025 -4.773 -0.0086894 1377.5 812.53
6.153 0.30727 -1.5134 -0.30871 1442.5 933.91
7.5668 0.23668 -1.5665 -0.11561 1891.6 980.45
5.0187 0.36439 -0.68462 -0.90777 1680.2 971.52
2.4037 0.26438 -3.4369 -0.069832 1427.7 831.92
5.781 0.2578 -1.7905 -0.24262 1881.2 936.7
3.0434 0.50295 -3.2826 -0.66897 1601.5 803.41
3.6277 0.35649 -0.46076 0.15337 2035.3 875.86
2.5594 0.84494 -5.8313 -0.099629 1267.7 756.86
3.2319 0.37005 -2.0744 0.24423 1771.6 957.36
2.463 0.71995 -5.3884 -0.43168 1323.5 733.6
8.8057 0.21461 -0.12785 0.017561 2043.4 1111.7
9.8408 0.16752 -2.8207 0.63172 1615.1 923.84
5.7906 0.22145 0.47452 0.14755 2086.4 999.92
1.6657 0.1274 -2.9768 -0.5327 1600.1 873.63
4.8587 0.57126 -5.3375 -0.28438 1298.7 762.69
4.0033 0.38519 -0.34898 -1.118 2139 896.36
4.1928 0.41847 -2.212 -0.42563 1842.2 854.59
2.6455 0.43761 -5.1329 -0.73049 1352 695.73
10.391 0.15113 0.14606 -0.30075 2117.7 1087.2
5.002 0.068493 1.2181 -0.32295 2224.3 1202.8
6.6985 0.21693 -1.0039 -0.48474 1666.4 907.57
9.0047 0.28679 -1.2396 -0.1874 1912.7 910.66
3.14 0.656 -3.8915 0.039189 1502.6 847.57
4.9374 0.3044 -0.99633 -0.22315 1997.7 902.47
1.3906 0.12554 -0.40371 -0.46222 2065.7 1051.6
8.9431 0.28444 -0.84502 0.096069 1947.5 953.66
11.141 0.23072 -0.36891 -0.11283 2030.6 1066.5
4.0456 0.38687 -1.2191 0.0089944 1936.1 955.85
9.5008 0.15351 0.58938 -0.6825 2162.7 982.18
15.52 0.3679 -3.4442 -0.068692 1587.6 868.15
4.1837 0.30888 -1.0825 -0.14253 2001.7 969.96
2.7694 0.27385 -1.5182 -0.33747 1905.3 940.26
3.8974 0.50631 -1.9564 -0.061736 1741.8 900.2
10.678 0.2252 -2.1764 -0.10852 1760.8 965.86
6.8027 0.12685 -0.63247 -0.16513 2014.3 1061
7.5354 0.28263 -2.1277 -0.13869 1799.1 868.64
2.9397 0.28355 -1.474 -0.4085 1906.2 900.52
10.242 0.19493 -0.50004 -0.55942 2075.8 1008.9
2.0341 0.2841 -3.3773 -0.2753 1585.9 838.79
7.2817 0.39987 -2.0688 -0.39866 1841.6 931.37
2.9482 0.31119 -0.85845 -0.81016 2010.7 983.07
3.4304 0.55535 -3.691 0.14398 1494.3 814.71
2.6507 0.3491 -2.5264 -0.051761 1786.2 914.05
6.3341 0.29933 -2.0925 0.042836 1799.7 860.59
3.3096 0.37887 -2.0784 -0.1185 1797.1 944.26
7.5921 0.12728 0.28887 -0.95307 1666.4 1088.3
1.1233 0.17074 -2.3717 0.029138 1627.5 948.17
5.4194 0.21781 -0.4721 -0.26145 2030.3 921.26
1.5847 0.072476 2.1098 -1.4965 2385.1 1071
2.5807 0.65584 -5.2281 0.0034106 1318.5 760.64
4.7831 0.37331 -2.0447 -0.21213 1854 920.17
10.594 0.3383 -2.7853 0.057468 1436.9 856.78
1.6552 0.33744 -3.1467 -2.1797 1544.9 764.92
2.0455 0.44088 -3.8122 -0.70362 1483.4 769.06
3.1239 0.24298 -0.50798 -0.31449 1892.9 1012
1.4884 0.26567 -4.6567 -0.87401 1401.3 652.7
3.1794 0.23983 -3.2006 -0.33231 1641.9 873.46
3.9032 0.54092 -5.0314 -0.28426 1351.6 757.71
3.7728 0.34515 -1.8911 -0.31503 1854.3 935.91
6.9607 0.2477 -1.0849 -0.29598 1959.8 901.7
8.9605 0.14724 0.50989 -0.36817 2087.5 998.1
2.4966 0.26536 2.551 -5.8137 1432.9 980.31
3.8786 0.26427 -1.0499 -0.12523 1974.1 984.47
4.9383 0.20898 0.011099 -0.26096 2069 965.78
8.6727 0.28821 -0.79528 0.020719 1964 934.33
4.3539 0.24561 -1.4829 -0.92656 1483.4 941.09
7.5923 0.21627 -1.3668 0.45106 1830.9 965.04
4.7311 0.16226 0.0014666 -0.5615 2131.6 922.34
7.3513 0.19031 -0.82965 0.1593 1947 944.96
1.8869 0.4607 -4.6791 0.39847 1331.5 798.21
4.6802 0.28378 -0.090709 0.17964 2031.8 1086.5
8.6906 0.32521 -3.0591 0.096142 1646.3 914.06
10.345 0.31341 -2.5926 -0.30319 1727.4 899.31
10.007 0.24477 -1.3729 -0.11745 1905.9 905.1
12.721 0.24053 -1.246 -0.091615 1922.4 1022
14.094 0.23227 -1.1852 -0.17907 1945.3 1001
3.8132 0.22981 -1.0142 -0.59352 2023.2 947.34
9.7294 0.14444 -0.047667 -0.49643 2102.9 1087.1
7.2561 0.23532 -1.6904 -0.19657 1879.6 974.5
7.9448 0.12465 0.7603 -0.58165 2188.9 991.04
3.8234 0.28765 -1.0904 -0.82379 1655.9 967.4
2.8636 0.2849 -1.4953 -0.30653 1923.5 958.51
8.896 0.33791 -3.0791 -0.21413 1648.2 858.22
5.6347 0.33928 0.070301 0.11756 2068.5 1103.6
10.586 0.30095 -1.6286 -0.046809 1860.6 888.13
3.6984 0.3033 -1.6133 -0.54265 1965.9 924.44
0.9004 0.1756 -4.4629 -0.65711 1378.5 780.3
1.7961 0.1673 -1.2053 -0.067244 1957.3 997.13
7.7037 0.30163 -1.037 -0.32543 1901.2 901.9
5.0311 0.324 -2.2316 -0.58407 1610.1 835.2
4.3364 0.22998 -1.3654 -0.8498 1575.4 864.47
1.3557 0.33205 -5.9209 -0.55778 1314.5 674.69
11.121 0.15313 -1.3091 0.03015 1902.1 1018.4
4.1101 0.25992 -0.77265 -0.58677 2029.9 990.6
5.4199 0.2761 -2.9376 0.34926 1599.1 887.96
4.8084 0.22205 -1.6098 -0.28267 1850.2 902.97
7.4817 0.33984 -3.913 -0.048342 1542.4 814.29
9.8229 0.22648 -3.5581 0.29436 1519.7 860
3.8577 0.21377 -0.51405 -0.34343 2077.3 1005.5
3.8262 0.41901 -1.0637 -0.59088 2033.5 967.4
9.8851 0.15627 0.65588 -0.47815 2147.4 1001.8
3.4558 0.4228 -3.1591 0.24368 1537.8 884.09
7.1353 0.14204 5.1522 -2.5485 2750.6 1472.9
10.673 0.22201 -1.2531 -0.065319 1911.6 907.65
4.6677 0.42671 -3.5286 -0.24918 1576 858.47
8.9665 0.34265 -2.7754 0.018347 1688.5 895.02
5.6615 0.077949 2.2908 -1.5674 2442.6 1224.6
10.694 0.14369 0.17738 -0.31853 2107.7 1110.5
3.2875 0.36734 -2.7477 -0.67936 1810.1 811.3
2.5626 0.17384 -0.58029 -0.43927 2096.6 1013.1
3.4056 0.18229 -0.28028 -0.88438 2111 910.17
3.8403 0.31103 -3.1745 -0.17008 1614.3 832.74
6.984 0.37544 -1.8019 -0.43394 1871.2 867.26
3.9427 0.12638 -0.42729 -0.35217 2020.6 943.92
10.377 0.35188 -2.0982 -0.37827 1842.7 906.29
9.3693 0.21924 -1.5888 -0.11636 1864.6 1004.2
1.7412 0.21254 -1.7334 0.056497 1823 875.75
1.6211 0.35581 -5.2482 -0.76687 1337.2 715.35
6.269 0.19137 0.14971 -0.11455 2058.6 991.3
1.8597 0.48649 -5.5086 -0.83299 1261.7 685.21
10.545 0.15704 -0.41951 -0.28282 1699.5 969.13
7.9636 0.23845 -0.88288 -0.27759 1977.7 1033.4
7.3168 0.22158 -0.49687 0.0010989 1972.4 1050.4
3.4598 0.32641 -2.1212 -0.075628 1820.3 846.6
2.4874 0.24389 -2.8534 0.13194 1674.9 833.01
9.5537 0.26219 -2.9097 -0.3849 1576 882.61
9.0058 0.33916 -3.4891 0.11822 1548.7 897.72
3.0898 0.11794 -0.025988 0.035452 2078.1 1079.7
2.2319 0.31839 -4.5218 -0.65896 1400.3 782.31
2.7793 0.14924 -0.23515 -0.70431 2048.3 1019.5
4.1123 0.41968 -0.21264 -1.3009 1696.3 992.77
3.7225 0.067989 -1.0862 0.32199 1915.5 1009
7.882 0.27345 -2.4661 0.10788 1746.3 849.53
10.382 0.15639 0.045536 -0.4725 2087.3 963.59
6.1336 0.33352 -1.5784 -0.41553 1922.5 940.3
4.0026 0.13691 0.30022 -0.15156 2118.7 1107
12.1 0.18041 0.43011 -0.40591 2054.6 1012.1
2.9863 0.5886 -5.5015 -0.077008 1307.4 792.78
6.6349 0.29689 -0.93191 0.25075 1927.4 957.63
1.0725 0.12826 -1.4086 -0.65001 1998 935.99
4.3059 0.36965 -3.9869 -0.30497 1554.2 841.56
2.6271 0.33546 -3.7619 -0.35456 1573.6 817.23
1.3943 0.11203 2.473 -2.014 2622.1 1153.2
2.6591 0.16617 -0.31909 -0.12056 2094.5 1036.4
4.7292 0.22864 -0.66004 -0.61214 1678.6 906.62
3.0839 0.3269 -1.539 -0.23238 1950.4 973.1
5.0501 0.2597 -1.608 -0.5832 1948.4 974.35
2.7867 0.4316 -2.3575 -0.49159 1745.4 832.24
10.957 0.20449 -0.084784 -0.24236 1906.1 970.39
9.1522 0.23573 -1.5533 0.093534 1866.2 1007.6
2.5701 0.38997 -4.0316 0.012583 1453.7 812.12
7.9924 0.12122 1.8564 -0.99692 2313.5 1040.6
9.0384 0.16824 -1.3983 -0.15619 1898 1013.5
2.9725 0.28993 -0.36316 -0.66055 2117 897.54
7.0828 0.23888 -0.86954 -0.19308 1981.6 918.19
6.7728 0.40908 -2.8469 -0.098021 1721.9 914.45
3.1355 0.24519 0.74893 1.1265 2061.6 1260.9
5.2978 0.47939 -3.7126 -0.11115 1554.6 857.24
7.4016 0.24863 1.5266 -2.9522 2529.4 1022.7
10.371 0.16029 0.66092 -0.47762 2169.4 1137.1
11.179 0.18108 -2.3659 0.57231 1676.7 973.51
2.4922 0.3744 -1.8014 0.14917 1902.2 911.58
2.8625 0.26655 -3.0824 0.39349 1676 861.97
2.1872 0.20299 1.1336 -0.39761 2270.1 1176.9
7.4879 0.24674 -0.47698 -0.12901 2003.8 937.65
4.2705 0.39732 1.2009 -8.4266 1535 873.9
9.4231 0.14344 0.81796 -0.10663 2155.5 1159.8
8.361 0.18386 -0.020144 0.089904 2056.8 1101.6
3.2806 0.22449 -0.63508 0.0346 2005.9 913.29
5.8728 0.25373 -0.40837 -0.22579 2027.3 919.23
3.7599 0.2482 -1.3447 -0.92897 1553.1 881.25
10.864 0.16798 -0.58957 -0.16761 1984.1 959.49
6.1948 0.35615 -3.7095 0.064368 1540.4 873.96
3.2898 0.27497 -0.89717 0.059044 1949.7 1021.1
9.5911 0.19917 -0.95909 -0.13424 1946.5 934.57
4.1258 0.42126 -2.8924 -0.36943 1732.7 801.19
1.8371 0.15834 -0.50645 0.086951 1972.3 946.27
3.6305 0.25468 -1.2133 -0.38383 1941.8 887.41
6.0879 0.086178 1.1384 -0.17503 2168.6 1037.7
8.4097 0.15184 0.11259 -0.20525 2095.2 1109.4
4.8298 0.26197 -2.6025 -0.055525 1748.7 834.42
6.823 0.17437 -0.77704 0.15841 1958.3 1043
3.4134 0.64074 -4.3218 -0.75304 1392.5 794.76
1.2877 0.19595 -1.885 -0.065669 1854.4 856.14
8.3224 0.19596 0.070366 -0.61556 2117.7 1085.7
0.85156 0.32906 -5.6614 -1.2049 1298.4 634.86
